DRN_custom,MBD,HB,BF,LC_Pauli,GLM,contrast,timelock
0.0282853699865042,0.00751842965851192,-0.0246839882056355,-0.0334771558892855,0.0125193288956622,GLM_04.1,contr1,offer-timelocked
-0.0756543323580864,-0.0489567109056679,-0.159268151385132,0.000709718596665207,-0.0653483280534248,GLM_04.1,contr1,offer-timelocked
-0.0122495717854995,0.0265847523381446,-0.0417813180984085,0.0398810384471807,-0.0171909794195441,GLM_04.1,contr1,offer-timelocked
0.031030589561371,-0.130356985048005,-0.0467768245144518,-0.0381917343410506,0.00528272355139256,GLM_04.1,contr1,offer-timelocked
-0.0439167623120903,-0.12657508204293,-0.00781356466979535,-0.0871248994387575,-0.111369321115472,GLM_04.1,contr1,offer-timelocked
0.064576882019683,0.0176395171071092,-0.0130268858417125,0.0975461126082364,0.0112395433740479,GLM_04.1,contr1,offer-timelocked
0.00140796841580388,0.0233168136007751,0.0569863332159852,-0.0306040330551026,0.0428663476507039,GLM_04.1,contr1,offer-timelocked
0.0390723019884918,0.0453047673691997,0.0257903823663268,-0.0504075954698563,-0.0769269251674424,GLM_04.1,contr1,offer-timelocked
0.0429077251137112,-0.00374660079601499,0.240036584714507,0.105513676141357,0.0241860074484705,GLM_04.1,contr1,offer-timelocked
-0.0462660302347078,0.0116871331667159,0.0578796181264748,-0.0758592159755608,-0.0634244106517829,GLM_04.1,contr1,offer-timelocked
0.166654441709514,0.0529863752814873,0.0508750960414897,0.0686395398152794,0.083561084698625,GLM_04.1,contr1,offer-timelocked
0.1083062663499,0.0751164606545871,-0.0260419036165128,0.0077022721067141,0.0385350281557526,GLM_04.1,contr1,offer-timelocked
0.0753430668663194,0.0784154759622995,0.0234278400566493,0.00485056856082704,0.06801988527736,GLM_04.1,contr1,offer-timelocked
0.140873392484102,-0.032208835033325,-0.0669728857394123,0.0137323865701698,0.193093068584679,GLM_04.1,contr1,offer-timelocked
0.0622492579428602,0.0298987459080995,-0.0824334029501146,0.147040988070323,0.175001655456381,GLM_04.1,contr1,offer-timelocked
0.159527806618968,0.00463263810657445,0.106264854359589,0.121496850937076,0.132514670244465,GLM_04.1,contr1,offer-timelocked
-0.0035898587733828,0.0069696965352703,0.000382993029125943,0.0747425206953212,0.0943610880019573,GLM_04.1,contr1,offer-timelocked
0.114369852647723,0.113831299397646,0.0113479813677569,-0.0416766243404405,-0.0573597882613398,GLM_04.1,contr1,offer-timelocked
-0.048365064610929,-0.0757339608398419,0.0327378874522241,-0.00687761475443759,0.015308674366363,GLM_04.1,contr1,offer-timelocked
0.0610793683496414,0.0533080619423698,-0.0328817998935129,0.0444480994579038,0.0870030445143312,GLM_04.1,contr1,offer-timelocked
0.0166532893156979,-0.0415469601752021,-0.0818473537005176,-0.0155338190813414,-0.00458964332526363,GLM_04.1,contr1,offer-timelocked
0.000145743146011367,-0.0789822571603511,-0.117163451763736,-0.0206134827016052,-0.0322224555912024,GLM_04.1,contr1,offer-timelocked
-0.0394022252456991,0.0120114075737727,-0.0376158275430325,0.0268107444595713,-0.0469133620295868,GLM_04.1,contr1,offer-timelocked
-0.0100769040063569,-0.0690746796693405,-0.221949922100601,0.0191500421466636,0.0145854252961005,GLM_04.1,contr1,offer-timelocked
0.0521142078526059,-0.0460820480149294,-0.064160947498452,0.0643535780578738,0.00265373783035423,GLM_04.1,contr1,offer-timelocked
5.70523275261591e-05,-0.0991194148352979,0.0562133047984363,0.00581309898097607,0.000307150373548181,GLM_04.1,contr1,offer-timelocked
0.069175830448626,0.0804653085769488,0.00114069469759005,-0.018887909478576,0.110786173853191,GLM_04.1,contr1,offer-timelocked
